university,program,name,credits,mode
Universidad de los Andes,Maestría en Ingeniería de Software,commit,,
Universidad de los Andes,Maestría en Ingeniería de Software,IMAGINE,,
Universidad de los Andes,Maestría en Ingeniería de Software,TICSw,,
Universidad de los Andes,Maestría en Ingeniería de Software,Infrastructure,,
Universidad de los Andes,Maestría en Ingeniería de Software,General presentation,,
Universidad de los Andes,Maestría en Ingeniería de Software,Datacenter,,
Universidad de los Andes,Maestría en Ingeniería de Software,Business Architectures Laboratory,,
Universidad de los Andes,Maestría en Ingeniería de Software,Connectivity and networks laboratory,,
Universidad de los Andes,Maestría en Ingeniería de Software,Mobile Computer Laboratory,,
Universidad de los Andes,Maestría en Ingeniería de Software,Forensic Computer Laboratory,,
Universidad de los Andes,Maestría en Ingeniería de Software,Information Engineering Laboratory - Codex,,
Universidad de los Andes,Maestría en Ingeniería de Software,General purpose laboratories,,
Universidad de los Andes,Maestría en Ingeniería de Software,Information Security Laboratories,,
Universidad de los Andes,Maestría en Ingeniería de Software,Video Games Room,,
Universidad de los Andes,Maestría en Ingeniería de Software,Biosafety protocol,,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Statistical data analysis,2.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Elective of emphasis I,2.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Elective of emphasis II,2.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Elective Emphasis III,2.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Elective of emphasis IV,2.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Automatic machine learning,2.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Security for business architecture and business management,2.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Master's Elective I,2.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Master's elective II,2.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Artificial Intelligence: Representation and problem solving,2.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Product creation,2.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Seminar 1,1.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Seminar 2,1.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Seminar 3,2.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Grade 1 option,2.0,
Universidad del Rosario,Maestría en Matemáticas Aplicadas y Ciencias de la Computación,Grade 2 option,1.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Statistical data analysis,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Automatic machine learning I,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Geographic Information Systems,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,IoT architectures for smart cities,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Security for business architecture and business management,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Sustainable development,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Artificial Intelligence: Representation and problem solving,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Urban rectum,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Agile Methodologies for Project Management,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Business Statistics Fundamentals,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Collaborative programming,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Solar energy and modeling,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Wind energy and modeling,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Data analysis,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Data display,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Business Intelligence,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Information systems governance,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Renewable energy in electrical markets,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Risk analysis for decision making,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Smart cities,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Deep learning,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Automatic machine learning applications,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Reinforced learning,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Artificial intelligence for cyber -systems,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Introduction to cryptography,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Cyberinteligence and threat analysis,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Safety in cyber -and -sada systems,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Artificial intelligence for cybersecurity,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Advanced Hacking,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Forensic analysis and incident management,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Advanced data analysis,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Big Data,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Advanced Databases,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Big data machine learning algorithms,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Automatic machine learning 2,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Energy regulation and legislation,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Economy and Energy Policy,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Energy Planning,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Market operation,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Territory and urban space,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Geographic Information Systems,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Data Engineering,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Energy and Environment,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Alternate energy sources (cogeneration),2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Conventional energy sources,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Storage systems,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Energy systems optimization,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Urban Control and Analytical Boards,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Sensors and actuators for IoT,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Planning and Management Instruments,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Energy Planning,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Market operation,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Territory and urban space,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Governance and Smart Cities,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Statistical models for decision making,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Automatic machine learning 2,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Data Engineering,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Predictive analytics,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Introduction to cryptography,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Energy and Environment,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Analytics Life Cycle Management,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Cyberinteligence and threat analysis,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Alternate energy sources (cogeneration),2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Data Story Telling,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Safety in cyber -and -sada systems,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Conventional energy sources,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Analytics product management,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Artificial intelligence for cybersecurity,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Storage systems,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Deep learning,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Advanced Hacking,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Energy systems optimization,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Automatic machine learning applications,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Forensic analysis and incident management,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Reinforced learning,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Energy regulation and legislation,2.0,
Universidad del Rosario,Maestría en Ingeniería  Ciencia y Tecnología,Artificial intelligence for cyber -systems,2.0,
Universidad del Norte,Maestría en Analítica de Datos,Master in Data Analytics,4.0,Presencial (con posibilidad de tomar 40% de los créditos totales Remoto Sincrónico)
Universidad del Norte,Maestría en Ingeniería de Sistemas y Computación,Master in Systems and Computer Engineering,4.0,Presencial (con posibilidad de tomar 40% de los créditos totales remoto sincrónico)
Universidad El Bosque,Maestría en Estadística Aplicada y Ciencia de Datos,Master in Applied Statistics and Data Science,4.0,Presencial
Universidad El Bosque,Maestría en Estadística Aplicada y Ciencia de Datos,Introduction to statistics and probability,4.0,
Universidad El Bosque,Maestría en Estadística Aplicada y Ciencia de Datos,Multivariate data analysis,3.0,
Universidad El Bosque,Maestría en Estadística Aplicada y Ciencia de Datos,Regression models,3.0,
Universidad El Bosque,Maestría en Estadística Aplicada y Ciencia de Datos,Probabilistic sampling,3.0,
Universidad El Bosque,Maestría en Estadística Aplicada y Ciencia de Datos,Machine learning I,3.0,
Universidad El Bosque,Maestría en Estadística Aplicada y Ciencia de Datos,Deep learning I,3.0,
Universidad El Bosque,Maestría en Estadística Aplicada y Ciencia de Datos,Machine Learning Methods in Bioestadistics,3.0,
Universidad El Bosque,Maestría en Estadística Aplicada y Ciencia de Datos,Research Seminar,3.0,
Universidad El Bosque,Maestría en Estadística Aplicada y Ciencia de Datos,Deepening level I,3.0,
Universidad El Bosque,Maestría en Estadística Aplicada y Ciencia de Datos,Deepening level II,3.0,
Universidad El Bosque,Maestría en Estadística Aplicada y Ciencia de Datos,Deepening level III,3.0,
Universidad El Bosque,Maestría en Estadística Aplicada y Ciencia de Datos,Grade work,4.0,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Master in Applied Statistics and Data Analytics,,Híbrido
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Univary Statistical Methods,,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Statistical sampling. Design and analysis,,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Research Project I.,,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Linear and nonlinear models,,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Statistical Theory and Probabilities,,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Experiment design. Response surface,,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Research Project II,,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Generalized linear models. Mixed models,,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Multivariable statistical methods,,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Grade I Work,,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Elective i,,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Quality statistical control. Six Sigma,,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Elective 2,,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Grade II work,,
Universidad de Santander,Maestría en Estadística Aplicada y Analítica de Datos,Elective 3,,
Universidad Tecnológica de Bolívar,Maestría en Ciberseguridad,Master in cybersecurity,,Presencial
Universidad Tecnológica de Bolívar,Maestría en Ciberseguridad,Master in Education mediated by ICT - Virtual,,Virtual
Universidad Tecnológica de Bolívar,Maestría en Ciberseguridad,Master in Industry 4.0 and Industrial Automation,,Presencial
Universidad Tecnológica de Bolívar,Maestría en Ciberseguridad,Master in Teaching Mathematics and Natural Sciences in Digital Environments,,Presencial
