university,program,name,credits,mode
University of Liverpool,Advanced Computer Science MSc,Artificial Intelligence,,Online
University of Liverpool,Advanced Computer Science MSc,Big Data Analytics,,Online
University of Liverpool,Advanced Computer Science MSc,Computer Science,,
University of Liverpool,Advanced Computer Science MSc,Computer Science,,Online
University of Liverpool,Advanced Computer Science MSc,Computer Science with a Year in Industry,,
University of Liverpool,Advanced Computer Science MSc,Cyber Security,,
University of Liverpool,Advanced Computer Science MSc,Cyber Security,,Online
University of Liverpool,Advanced Computer Science MSc,Data Science and Artificial Intelligence,,
University of Liverpool,Advanced Computer Science MSc,Data Science and Artificial Intelligence,,Online
University of Liverpool,Advanced Computer Science MSc,Data Science and Artificial Intelligence with a Year in Industry,,
University of Liverpool,Advanced Computer Science MSc,Data Science and Communication,,
University of Liverpool,Advanced Computer Science MSc,Information Systems Management,,Online
University of Liverpool,Advanced Computer Science MSc,Information Technology,,
University of Liverpool,Advanced Computer Science MSc,Information Technology with a Year in Industry,,
University of Liverpool,Advanced Computer Science MSc,Theoretical Computer Science,,
University of Liverpool,Advanced Computer Science MSc,Theoretical Computer Science with a Year in Industry,,
University of Liverpool,Advanced Computer Science MSc,RESEARCH METHODS IN COMPUTER SCIENCE (COMP516),15.0,
University of Liverpool,Advanced Computer Science MSc,KNOWLEDGE REPRESENTATION (COMP521),15.0,
University of Liverpool,Advanced Computer Science MSc,PRIVACY AND SECURITY (COMP522),15.0,
University of Liverpool,Advanced Computer Science MSc,EFFICIENT ALGORITHMS (COMP526),15.0,
University of Liverpool,Advanced Computer Science MSc,MULTI-CORE AND MULTI-PROCESSOR PROGRAMMING (COMP528),15.0,
University of Liverpool,Advanced Computer Science MSc,GEOGRAPHIC DATA SCIENCE (ENVS563),15.0,
University of Liverpool,Advanced Computer Science MSc,IMAGE PROCESSING (ELEC319),7.0,
University of Liverpool,Advanced Computer Science MSc,OPTIMISATION (COMP557),15.0,
University of Liverpool,Advanced Computer Science MSc,MSC GROUP PROJECT (COMP530),15.0,
University of Liverpool,Advanced Computer Science MSc,ADVANCED ALGORITHMIC TECHNIQUES (COMP523),15.0,
University of Liverpool,Advanced Computer Science MSc,SAFETY AND DEPENDABILITY (COMP524),15.0,
University of Liverpool,Advanced Computer Science MSc,DATA MINING AND VISUALISATION (COMP527),15.0,
University of Liverpool,Advanced Computer Science MSc,MULTI-AGENT SYSTEMS (COMP310),15.0,
University of Liverpool,Advanced Computer Science MSc,CLOUD COMPUTING FOR E-COMMERCE (COMP315),15.0,
University of Liverpool,Advanced Computer Science MSc,ONTOLOGIES AND SEMANTIC WEB (COMP318),15.0,
University of Liverpool,Advanced Computer Science MSc,ALGORITHMIC GAME THEORY (COMP559),15.0,
University of Liverpool,Advanced Computer Science MSc,INFORMATION THEORY AND CODING (ELEC415),7.0,
University of Liverpool,Advanced Computer Science MSc,MACHINE LEARNING AND BIOINSPIRED OPTIMISATION (COMP532),15.0,
University of Liverpool,Advanced Computer Science MSc,REASONING ABOUT ACTION AND CHANGE (COMP525),15.0,
University of Liverpool,Advanced Computer Science MSc,WEB MAPPING AND GEOVISUALISATION (ENVS456),15.0,
University of Liverpool,Advanced Computer Science MSc,COMPUTATIONAL INTELLIGENCE (COMP575),15.0,
University of Liverpool,Advanced Computer Science MSc,MSC PROJECT (COMP702),6.0,
University of Liverpool,Information Technology MSc,RESEARCH METHODS IN COMPUTER SCIENCE (COMP516),15.0,
University of Liverpool,Information Technology MSc,PROGRAMMING FUNDAMENTALS (COMP517),15.0,
University of Liverpool,Information Technology MSc,DATABASE AND INFORMATION SYSTEMS (COMP518),15.0,
University of Liverpool,Information Technology MSc,EFFICIENT ALGORITHMS (COMP526),15.0,
University of Liverpool,Information Technology MSc,WEB PROGRAMMING (COMP519),15.0,
University of Liverpool,Information Technology MSc,COMPUTATIONAL INTELLIGENCE (COMP575),15.0,
University of Liverpool,Information Technology MSc,DATA MINING AND VISUALISATION (COMP527),15.0,
University of Liverpool,Information Technology MSc,MACHINE LEARNING AND BIOINSPIRED OPTIMISATION (COMP532),15.0,
University of Liverpool,Information Technology MSc,SAFETY AND DEPENDABILITY (COMP524),15.0,
University of Liverpool,Information Technology MSc,ADVANCED ALGORITHMIC TECHNIQUES (COMP523),15.0,
University of Liverpool,Information Technology MSc,MULTI-AGENT SYSTEMS (COMP310),15.0,
University of Liverpool,Information Technology MSc,ONTOLOGIES AND SEMANTIC WEB (COMP318),15.0,
University of Liverpool,Information Technology MSc,WEB MAPPING AND GEOVISUALISATION (ENVS456),15.0,
University of Liverpool,Information Technology MSc,MSC GROUP PROJECT (COMP530),15.0,
University of Liverpool,Information Technology MSc,MSC PROJECT (COMP702),6.0,
Moscow State University,Applied Mathematics and Computer Science,Bachelor (BSc) Applied Mathematics and Informatics,4.0,full-time
Moscow State University,Applied Mathematics and Computer Science,Bachelor (BSc) Fundamental Informatics and Information Technologies,4.0,full-time
Moscow State University,Applied Mathematics and Computer Science,Master (MSc) Applied Mathematics and Informatics,2.0,full-time
Moscow State University,Applied Mathematics and Computer Science,Master (MSc) Fundamental Informatics and Information Technologies,2.0,full-time
Moscow State University,Applied Mathematics and Computer Science,Candidate of Science (PhD) Applied Mathematics and Computer Science,,full-time
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Computer Science or Computer Science (Artificial Intelligence) MSc,,Full-time
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Research Methods,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Programming,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Systems and Networks,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Autonomous Robotic Systems,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Big Data Learning and Technologies,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Computer Vision,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Data Science with Machine Learning,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Designing Intelligent Agents,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Handling Uncertainty with Fuzzy Sets and Fuzzy Systems,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Human-AI Interaction,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Symbolic Artificial Intelligence,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Linear and Discrete Optimisation,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Machine Learning,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Simulation and Optimisation for Decision Support,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Research Project in Computer Science,6.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Research Project in Computer Science (Artificial Intelligence),6.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Advanced Computer Networks,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Autonomous Robotic Systems,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Computer Graphics,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Machine Learning,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Malware Analysis,10.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Mixed Reality,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Project in Advanced Algorithms and Data Structures,10.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Simulation and Optimisation for Decision Support,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Human-AI Interaction,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Designing Intelligent Agents,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Games,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Data Science with Machine Learning,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Handling Uncertainty with Fuzzy Sets and Fuzzy Systems,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Big Data Learning and Technologies,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Computer Vision,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Cyber Security,10.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Software Engineering Management,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Data Visualisation,,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Music and Mixed Reality,,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Topical Trends in Cyber Security,10.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Designing Sensor-Based Systems,20.0,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Computer Science MSc,,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Computer Science (Artificial Intelligence) MSc,,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Data Science MSc,,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Human Computer Interaction MSc,,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Cyber Physical Systems MSc,,
University of Nottingham,Computer Science or Computer Science (Artificial Intelligence) MSc,Cyber Physical Systems (2 year) MSc,,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Autonomous Robotic Systems,20.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Designing Sensor-Based Systems,20.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Research Methods,20.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Advanced Computer Networks,20.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Linear and Discrete Optimisation,20.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Project in Advanced Algorithms and Data Structures,10.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Data Science with Machine Learning,20.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Handling Uncertainty with Fuzzy Sets and Fuzzy Systems,20.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Simulation and Optimisation for Decision Support,20.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Games,20.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Big Data Learning and Technologies,20.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Cyber Security,10.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Malware Analysis,10.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Topical Trends in Cyber Security,10.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Machine Learning,,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Mixed Reality,20.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Enhanced MSc Research Project and Dissertation in Cyber Physical Systems,,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Compulsory and optional taught modules,6.0,
University of Nottingham,Cyber Physical Systems (2 year) MSc,Research project and dissertation,6.0,
University of Nottingham,Human Computer Interaction MSc,Human-Computer Systems,10.0,
University of Nottingham,Human Computer Interaction MSc,Advanced Methods in Human Factors and Human-Computer Interaction,10.0,
University of Nottingham,Human Computer Interaction MSc,Individual Project: Human-Computer Interaction,6.0,
University of Nottingham,Human Computer Interaction MSc,Design Ethnography,20.0,
University of Nottingham,Human Computer Interaction MSc,Studying Human Performance,20.0,
University of Nottingham,Human Computer Interaction MSc,Collaboration and Communication Technologies,10.0,
University of Nottingham,Human Computer Interaction MSc,Games,20.0,
University of Nottingham,Human Computer Interaction MSc,Data Science with Machine Learning,20.0,
University of Nottingham,Human Computer Interaction MSc,Simulation and Optimisation for Decision Support,20.0,
University of Nottingham,Human Computer Interaction MSc,Physical Ergonomics,10.0,
University of Nottingham,Human Computer Interaction MSc,Software Engineering Management,20.0,
University of Nottingham,Human Computer Interaction MSc,Work Systems and Safety,20.0,
University of Nottingham,Human Computer Interaction MSc,Human-AI Interaction,20.0,
University of Nottingham,Human Computer Interaction MSc,Programming,20.0,
University of Nottingham,Human Computer Interaction MSc,Cognitive Ergonomics in Design,10.0,
University of Nottingham,Human Computer Interaction MSc,Mixed Reality,20.0,
University of Nottingham,Human Computer Interaction MSc,Designing Sensor-Based Systems,20.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,Holistic Engineering Design,10.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,Project Design and Development,10.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,MSc Project (summer),6.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,Advanced Computational Engineering,20.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,Digital Signal Processing,20.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,Instrumentation and Measurement,20.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,Integrated Circuits and Systems,20.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,IT Infrastructure and Cyber Security,20.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,Scalable Cross-Platform Software Design,20.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,Artificial Intelligence and Intelligent Systems,20.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,Digital Communications,10.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,Embedded Computing,10.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,HDL for Programmable Devices,20.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,Mobile Technologies,10.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,Optical and Photonic Technology,20.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,Optical Networks,10.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,Sensing Systems and Signal Processing,10.0,
University of Nottingham,Electronic Communications and Computer Engineering MSc,RF Devices and Systems,20.0,
Radboud University Nijmegen,Software Science,Testing Techniques,6.0,
Radboud University Nijmegen,Software Science,Philosophy and Ethics for Computing and Information Science,3.0,
Radboud University Nijmegen,Software Science,Advanced Programming,6.0,
Radboud University Nijmegen,Software Science,Research Seminar Software Science,6.0,
Radboud University Nijmegen,Software Science,Software Development Entrepreneurship,6.0,
Radboud University Nijmegen,Software Science,Software Product Lines,6.0,
Radboud University Nijmegen,Software Science,Software Security,6.0,
Radboud University Nijmegen,Software Science,Automated Reasoning,6.0,
Radboud University Nijmegen,Software Science,Type Theory and Coq,6.0,
Radboud University Nijmegen,Software Science,Computability Theory,8.0,
Radboud University Nijmegen,Software Science,Compiler Construction,6.0,
Radboud University Nijmegen,Software Science,Model Checking,6.0,
Radboud University Nijmegen,Software Science,Proof Assistants,6.0,
Radboud University Nijmegen,Software Science,Category Theory and Coalgebra,6.0,
Radboud University Nijmegen,Software Science,Program verification with types and logic,6.0,
Radboud University Nijmegen,Software Science,Data Engineering,3.0,
Radboud University Nijmegen,Software Science,Research Internship,15.0,
Radboud University Nijmegen,Software Science,Master's thesis Computing Science,30.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Information Retrieval,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Bayesian Networks and Causal Inference,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Philosophy and Ethics for Computing and Information Science,3.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Machine Learning in Practice,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Complex Adaptive Systems,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Deep Learning,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Text and Multimedia Mining,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Law and Technology,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Statistical Machine Learning,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Pattern Recognition for Natural Science,3.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Generative AI,3.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Natural Computing,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Artificial Intelligence in Medical Imaging,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Machine Learning in Particle Physics,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,(Automatic) Speech Recognition,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,New Media Lab,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Foundations of Information Systems,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Security and Privacy of Machine Learning,6.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Data Engineering,3.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Research internship,15.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Master's thesis,30.0,
Radboud University Nijmegen,Master’s specialisation in Data Science,Research seminar Data Science,6.0,
Radboud University Nijmegen,Information Sciences,Research Methods,3.0,
Radboud University Nijmegen,Information Sciences,System and User Approaches to InfScience,6.0,
Radboud University Nijmegen,Information Sciences,Philosophy and Ethics for Computing and Information Sciences,3.0,
Radboud University Nijmegen,Information Sciences,Software Development Entrepreneurship,6.0,
Radboud University Nijmegen,Information Sciences,System Development Management,6.0,
Radboud University Nijmegen,Information Sciences,Security in Organisations,6.0,
Radboud University Nijmegen,Information Sciences,Law and Technology,6.0,
Radboud University Nijmegen,Information Sciences,Organisational Change,6.0,
Radboud University Nijmegen,Information Sciences,Organisation Design,6.0,
Radboud University Nijmegen,Information Sciences,Intervention in Organisations,6.0,
Radboud University Nijmegen,Information Sciences,Strategic Scenarios and Business Models,6.0,
Radboud University Nijmegen,Information Sciences,Information Retrieval,6.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 511: Operating Systems Design,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 513: Distributed Systems,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 514: Computer Networks,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 515: Reliable Data Communications,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 516: Mobile Networking,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 517: Performance Evaluation,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 519: Hardware Security,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 521: Compiler Construction,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 522: Program Analysis,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 523: Programming Languages,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 530: Fundamentals of Computer Architecture,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 531: Parallel Processors and Processing,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 532: Multiprocessor Architecture,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 536: Fault Tolerant Systems,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 539: Topics in Computer Architecture,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 541: Database Systems I,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 543: Computer Security,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 544: System Security,3.0,CSE
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 545: Network Security,3.0,CSE
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 546: Cryptography,3.0,CSE
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 547: Wireless and Mobile Security,3.0,CSE
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 550: Numerical Linear Algebra,3.0,CSE
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 551: Numerical Solution of Ordinary Differential Equations,3.0,CSE
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 552: Numerical Solution Of Partial Differential Equations,3.0,CSE
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 554: Error Correcting Codes for Computers and Communication,3.0,CSE
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 555: Numerical Optimization Techniques,3.0,CSE
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 556: Finite Element Methods,3.0,CSE
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 557: Concurrent Matrix Computation,3.0,CSE
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 559: Wireless and Mobile Sensing in the Age of IoT,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 561: Data Mining Driven Design,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 562: Probabilistic Algorithms,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 563: Network Optimization and Learning,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 564: Complexity of Combinatorial Problems,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 565: Algorithm Design and Analysis,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 566: Algorithms and Data Structures in Bioinformatics,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 575: Architecture of Arithmetic Processors,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 577: VLSI Systems Design,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 578: VLSI Computer-Aided Design Tools,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 582: Natural Language Processing,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 583: Pattern Recognition and Machine Learning,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 584: Machine Learning: Tools and Algorithms,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 585: Digital Image Processing II,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 586: Topics in Computer Vision,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 587: Deep Learning for Natural Language Processing,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 588: Large-Scale Machine Learning: Mathematical Foundations and Applications,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 589: Vision and Language,3.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 590: Colloquium,,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 591: Research Experience in Computer Science and Engineering,1.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 594: Research Topics,,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 596: Individual Studies,,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 597: Special Topics,,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 598: Special Topics,,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 600: Thesis Research,,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 601: Ph.d. Dissertation Full-Time,0.0,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 602: Supervised Experience in College Teaching,,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 610: Thesis Research Off-Campus,,
Pennsylvania State University - University Park,Computer Science and Engineering,CSE 820: Software & Hardware Project Management,3.0,
Pennsylvania State University - University Park,Information Systems (M.S.),INFSY 535 Object-Oriented Design and Program Development in Business,3.0,
Pennsylvania State University - University Park,Information Systems (M.S.),INFSY 540 Information Technology and Knowledge Management,3.0,
Pennsylvania State University - University Park,Information Systems (M.S.),INFSY 554 Master’s Project,3.0,
Pennsylvania State University - University Park,Information Systems (M.S.),BUS 510 Business Analytics and Decision Modeling,3.0,
Pennsylvania State University - University Park,Information Systems (M.S.),INFSY 555 Data Management Systems,3.0,
Pennsylvania State University - University Park,Information Systems (M.S.),INFSY 556 Data Warehousing,3.0,
Pennsylvania State University - University Park,Information Systems (M.S.),INFSY 565 Intelligent Systems in Business,3.0,
Pennsylvania State University - University Park,Information Systems (M.S.),INFSY 566 Data Mining and Knowledge Discovery,3.0,
Pennsylvania State University - University Park,Information Systems (M.S.),INFSY 547 Web Enabled Technologies,3.0,
Pennsylvania State University - University Park,Information Systems (M.S.),BUS 505 Data Analysis for Business Decisions,3.0,
Pennsylvania State University - University Park,Information Systems (M.S.),ACCT 501 Financial Statement Analysis,3.0,
Pennsylvania State University - University Park,Information Systems (M.S.),MNGMT 511 Organizational Behavior,3.0,
Pennsylvania State University - University Park,Information Systems (M.S.),BUSEC 502 Economics for Managers,3.0,
Pennsylvania State University - University Park,Information Science,INSC 521: Database Design Concepts,3.0,
Pennsylvania State University - University Park,Information Science,INSC 525: Applied Data Mining,3.0,
Pennsylvania State University - University Park,Information Science,INSC 526: Business Process Management and Integration,3.0,
Pennsylvania State University - University Park,Information Science,INSC 531: Information Technology Law,3.0,
Pennsylvania State University - University Park,Information Science,INSC 539: Information Science Emerging Topics,3.0,
Pennsylvania State University - University Park,Information Science,INSC 561: Web Security and Privacy,3.0,
Pennsylvania State University - University Park,Information Science,INSC 594: Research Topics,,
Pennsylvania State University - University Park,Information Science,INSC 831: Contemporary Information Systems Architecture,3.0,
Pennsylvania State University - University Park,Information Science,INSC 846: Network and Predictive Analytics for Socio-Technical Systems,3.0,
Pennsylvania State University - University Park,Information Science,INSC 897: Special Topics,,
Leiden University,Computer Science: Advanced Computing and Systems,Multimedia Systems,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,System and Software Security,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Cloud Computing,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Cryptographic Engineering,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Embedded Systems and Software,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,High Performance Computing,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Advanced Data Management for Data Analysis,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Advances in Data Mining,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Audio Processing and Indexing,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Automated Machine Learning,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Bayesian Optimization,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Biological and Biomedical Informatics,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Complex Networks (BM),6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Computational Creativity,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Computational Models and Semantics,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Evolutionary Algorithms,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Introduction to Deep Learning,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Quantum Algorithms,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Seminar Advanced Deep Reinforcement Learning,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Seminar Trustworthy Artificial Intelligence,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Social Network Analysis for Computer Scientists,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Software Development and Product Management,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Text Mining,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Urban computing,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Video Games for Research,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Applied Quantum Algorithms,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Bio-Modeling,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Causal Inference for Computer Scientists,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Computational Imaging and Tomography,6.0,
Leiden University,Computer Science: Advanced Computing and Systems,Distributed Systems,6.0,
